city,state,church,organized,members,minister,citation,jlat,jlon,url
Worcester,MA,Salem Street,1848,194,George Bushnell,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.2661839628,-71.8121091998,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Ashburnham,MA,[First Congregational Church],1760,147,F. A. Fiske,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.6295272267,-71.9033641088,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Ashburnham,MA,North,1845,58,J. D. Wesly,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.6359336039,-71.9022326092,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Athol,MA,,1750,144,J. F. Norton,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.5959329,-72.2267383,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Gardner,MA,First Church,1786,62,J. C. Paine,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.5813029831,-71.99677435,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Gardner,MA,Second Church,1826,140,A. Stowell,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.5761554015,-71.99817465,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Hubbardston,MA,,1770,150,C. W. Allen,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.4737009,-72.0061877,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
New Salem,MA,,1845,24,W. H. Hayward,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.5042551,-72.3320289,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Petersham,MA,,1830,112,A. B. Foster,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.4837752,-72.186669,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Phillipston,MA,,1785,185,A. E. P. Perkins,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.5486993,-72.1328582,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Royalston,MA,First Church,1766,109,E. W. Bullard,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.6804244709,-72.1867932987,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Royalston,MA,South,1837,70,George Goodyear,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.6799610692,-72.1936765837,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Templeton,MA,,1832,128,Lewis Sabin,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.555644,-72.067579,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Westminster,MA,,1744,310,O. H. White,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.5459227,-71.9106308,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Winchendon,MA,First Church,1762,106,John Storrs,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.6884751909,-72.0541820833,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Winchendon,MA,North Church,1843,131,A. P. Marvin,The Year-book of the American Congregational Union for the Year 1854 (p. 60),42.6894937851,-72.0345878572,https://archive.org/stream/americancongrega04amer#page/60/mode/1up
Burlington,ME,,1827,14,J. E. M. Wright,The Year-book of the American Congregational Union for the Year 1854 (p. 78),45.2092264,-68.4266875,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Fort Fairfield,ME,,1844,10,E. S. Knight,The Year-book of the American Congregational Union for the Year 1854 (p. 78),46.7722294,-67.8339004,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Hodgdon,ME,,NA,13,R. W. Emerson,The Year-book of the American Congregational Union for the Year 1854 (p. 78),46.0612772,-67.8497605,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Houlton,ME,,1833,22,,The Year-book of the American Congregational Union for the Year 1854 (p. 78),46.1261806,-67.8402316,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Letter F,ME,,1846,4,E. S. Knight,The Year-book of the American Congregational Union for the Year 1854 (p. 78),43.459764,-71.228737,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Lincoln,ME,,1831,25,Alvan J. Bates,The Year-book of the American Congregational Union for the Year 1854 (p. 78),45.3622301,-68.5050006,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Monticello,ME,,1833,4,R. W. Emerson,The Year-book of the American Congregational Union for the Year 1854 (p. 78),46.3083815,-67.842521,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Passadumkeag,ME,,1845,9,William A. Merrill,The Year-book of the American Congregational Union for the Year 1854 (p. 78),45.1853362,-68.6166937,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Patten,ME,,1840,23,E. Fobes Jr.,The Year-book of the American Congregational Union for the Year 1854 (p. 78),45.9964392,-68.4461424,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Salmon Brook,ME,,1845,8,E. S. Knight,The Year-book of the American Congregational Union for the Year 1854 (p. 78),44.025377,-70.1460626,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Springfield,ME,,1842,18,N. W. Sheldon,The Year-book of the American Congregational Union for the Year 1854 (p. 78),45.396111,-68.135556,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Auburn,ME,,1844,162,Thomas N. Lord,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),44.0978509,-70.2311655,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Baldwin,ME,,1821,16,Cyril Pearl,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.823333,-70.724167,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Brunswick,ME,,1747,202,George E. Adams,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.9140162,-69.9669961,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Cape Elizabeth,ME,,1734,36,,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.563696,-70.2000467,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Cumberland,ME,,1793,128,Joseph Blake,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.796573,-70.2585205,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Durham,ME,,1796,44,Jonas Fisk,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.972476,-70.1229905,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Falmouth,ME,First Church,1754,134,Charles Dame,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.7236996804,-70.2413002085,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Falmouth,ME,Second Church,1830,86,Isaac Carlton,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.727400754,-70.2384145519,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Freeport,ME,,1789,190,L. Conklin,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.8570065,-70.1031201,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Gorham,ME,,1750,180,John R. Adams,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.6795314,-70.4442252,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Gray,ME,,1774,57,Allen Lincoln,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.885632,-70.3317195,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Harpswell,ME,,1753,61,Elijah Kellogg,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.7864342,-69.9598343,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Lewiston Falls,ME,,1825,145,James Drummond,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),44.0991209,-70.2254356,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Mechanic Falls,ME,,NA,53,Enos Merrill,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),44.1117418,-70.3917985,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Minot,ME,[First Congregational Church],1791,183,Elijah Jones,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),44.1638351756,-70.3571937004,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Minot,ME,West,NA,28,,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),44.1609304509,-70.3457244201,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
New Gloucester,ME,,1764,157,Horatio Merrill,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.962853,-70.2825536,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Poland,ME,,1825,44,Stephen Gould,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),44.0606281,-70.3936675,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Portland,ME,Second Church,1788,362,J. J. Carruthers,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.6525376093,-70.2593069797,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Portland,ME,Third Church,1825,251,William T. Dwight,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.669477361,-70.2632385448,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Portland,ME,High Street Church,1831,343,John W. Chickering,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.6536915693,-70.2446738177,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Portland,ME,State Street Church,1852,68,Hugh S. Carpenter,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.6538875483,-70.2675103619,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Portland,ME,Abyssinian,NA,76,,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.6698170535,-70.2459152525,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Portland,ME,Bethel,1840,27,J. R. French,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.6586352534,-70.2640739221,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Pownal,ME,,1811,120,Edwin Buck,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.9133191,-70.1803764,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Raymond,ME,,1813,10,,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.9015631,-70.468437,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Scarborough,ME,,1727,98,J. B. Thornton,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.5901974,-70.3344921,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Standish,ME,,1768,58,J. B. Hadley,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.7355927,-70.5509356,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Westbrook,ME,First Church,1765,47,C. E. Lord,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.6683553492,-70.3606962245,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Westbrook,ME,"Second Church, Sacarappa",1832,120,John L. Ashby,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.6779769731,-70.3686165446,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Windham,ME,,1743,59,John Perham,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.810556,-70.416944,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Yarmouth,ME,[First Congregational Church],1730,251,Edmund K. Alden,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.7938962236,-70.1951379544,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Yarmouth,ME,North,1806,97,Caleb Hobart,The Year-book of the American Congregational Union for the Year 1854 (pp. 78-79),43.8053497985,-70.193762292,https://archive.org/stream/americancongrega04amer#page/78/mode/1up
Chesterville,ME,,1796,40,,The Year-book of the American Congregational Union for the Year 1854 (p. 79),44.5511745,-70.0861692,https://archive.org/stream/americancongrega04amer#page/79/mode/1up
Farmington,ME,,1814,125,Isaac Rogers,The Year-book of the American Congregational Union for the Year 1854 (p. 79),44.6704998,-70.1512169,https://archive.org/stream/americancongrega04amer#page/79/mode/1up
Fayette,ME,,NA,21,,The Year-book of the American Congregational Union for the Year 1854 (p. 79),44.4089558,-70.0336654,https://archive.org/stream/americancongrega04amer#page/79/mode/1up
Industry,ME,,1802,71,,The Year-book of the American Congregational Union for the Year 1854 (p. 79),44.7473347,-70.0599702,https://archive.org/stream/americancongrega04amer#page/79/mode/1up
Kingfield,ME,,NA,10,David Turner,The Year-book of the American Congregational Union for the Year 1854 (p. 79),44.9592231,-70.1539542,https://archive.org/stream/americancongrega04amer#page/79/mode/1up
New Portland,ME,,NA,15,,The Year-book of the American Congregational Union for the Year 1854 (p. 79),44.884224,-70.0967304,https://archive.org/stream/americancongrega04amer#page/79/mode/1up
New Sharon,ME,,1801,100,,The Year-book of the American Congregational Union for the Year 1854 (p. 79),44.6393784,-70.0154885,https://archive.org/stream/americancongrega04amer#page/79/mode/1up
New Vineyard,ME,,1828,39,D. Turner,The Year-book of the American Congregational Union for the Year 1854 (p. 79),44.804873,-70.1216248,https://archive.org/stream/americancongrega04amer#page/79/mode/1up
Phillips,ME,,1817,54,Samuel L. Gould,The Year-book of the American Congregational Union for the Year 1854 (p. 79),44.8231127,-70.3395105,https://archive.org/stream/americancongrega04amer#page/79/mode/1up
Strong,ME,,1810,66,William Davenport,The Year-book of the American Congregational Union for the Year 1854 (p. 79),44.8075572,-70.2208981,https://archive.org/stream/americancongrega04amer#page/79/mode/1up
